Date,Product_ID,Inventory
2019-01-06,PROD039,987
2019-01-06,PROD040,447
2019-01-07,PROD001,576
2019-01-07,PROD002,158
2019-01-07,PROD003,925
2019-01-07,PROD004,172
2019-01-07,PROD005,231
2019-01-07,PROD006,177
2019-01-07,PROD007,214
2019-01-07,PROD008,984
2019-01-07,PROD009,715
2019-01-07,PROD010,85
2019-01-07,PROD011,539
2019-01-07,PROD012,212
2019-01-07,PROD013,635
2019-01-07,PROD014,960
2019-01-07,PROD015,868
2019-01-07,PROD016,652
2019-01-07,PROD017,292
2019-01-07,PROD018,584
2019-01-07,PROD019,321
2019-01-07,PROD020,489
2019-01-07,PROD021,574
2019-01-07,PROD022,908
2019-01-07,PROD023,393
2019-01-07,PROD024,121
2019-01-07,PROD025,127
2019-01-07,PROD026,780
2019-01-07,PROD027,410
2019-01-07,PROD028,206
2019-01-07,PROD029,342
2019-01-07,PROD030,207
2019-01-07,PROD031,529
2019-01-07,PROD032,433
2019-01-07,PROD033,380
2019-01-07,PROD034,420
2019-01-07,PROD035,155
2019-01-07,PROD036,621
2019-01-07,PROD037,545
2019-01-07,PROD038,732
2019-01-07,PROD039,597
2019-01-07,PROD040,703
2019-01-08,PROD001,267
2019-01-08,PROD002,230
2019-01-08,PROD003,641
2019-01-08,PROD004,993
2019-01-08,PROD005,469
2019-01-08,PROD006,321
2019-01-08,PROD007,735
2019-01-08,PROD008,184
2019-01-08,PROD009,164
2019-01-08,PROD010,761
2019-01-08,PROD011,929
2019-01-08,PROD012,899
2019-01-08,PROD013,103
2019-01-08,PROD014,867
2019-01-08,PROD015,306
2019-01-08,PROD016,847
2019-01-08,PROD017,446
2019-01-08,PROD018,97
2019-01-08,PROD019,241
2019-01-08,PROD020,156
2019-01-08,PROD021,252
2019-01-08,PROD022,562
2019-01-08,PROD023,233
2019-01-08,PROD024,889
2019-01-08,PROD025,505
2019-01-08,PROD026,302
2019-01-08,PROD027,850
2019-01-08,PROD028,567
2019-01-08,PROD029,807
2019-01-08,PROD030,778
2019-01-08,PROD031,487
2019-01-08,PROD032,649
2019-01-08,PROD033,132
2019-01-08,PROD034,379
2019-01-08,PROD035,720
2019-01-08,PROD036,843
2019-01-08,PROD037,174
2019-01-08,PROD038,252
2019-01-08,PROD039,393
2019-01-08,PROD040,752
2019-01-09,PROD001,879
2019-01-09,PROD002,334
2019-01-09,PROD003,658
2019-01-09,PROD004,718
2019-01-09,PROD005,172
2019-01-09,PROD006,125
2019-01-09,PROD007,706
2019-01-09,PROD008,52
2019-01-09,PROD009,924
2019-01-09,PROD010,478
2019-01-09,PROD011,802
2019-01-09,PROD012,251
2019-01-09,PROD013,267
2019-01-09,PROD014,624
2019-01-09,PROD015,636
2019-01-09,PROD016,549
2019-01-09,PROD017,204
2019-01-09,PROD018,904
2019-01-09,PROD019,52
2019-01-09,PROD020,60
2019-01-09,PROD021,709
2019-01-09,PROD022,506
2019-01-09,PROD023,827
2019-01-09,PROD024,263
2019-01-09,PROD025,326
2019-01-09,PROD026,585
2019-01-09,PROD027,458
2019-01-09,PROD028,467
2019-01-09,PROD029,211
2019-01-09,PROD030,105
2019-01-09,PROD031,315
2019-01-09,PROD032,424
2019-01-09,PROD033,627
2019-01-09,PROD034,449
2019-01-09,PROD035,186
2019-01-09,PROD036,410
2019-01-09,PROD037,368
2019-01-09,PROD038,121
2019-01-09,PROD039,703
2019-01-09,PROD040,733
2019-01-10,PROD001,261
2019-01-10,PROD002,514
2019-01-10,PROD003,120
2019-01-10,PROD004,390
2019-01-10,PROD005,541
2019-01-10,PROD006,230
2019-01-10,PROD007,493
2019-01-10,PROD008,354
2019-01-10,PROD009,118
2019-01-10,PROD010,421
2019-01-10,PROD011,868
2019-01-10,PROD012,950
2019-01-10,PROD013,358
2019-01-10,PROD014,817
2019-01-10,PROD015,629
2019-01-10,PROD016,915
2019-01-10,PROD017,714
2019-01-10,PROD018,418
2019-01-10,PROD019,287
2019-01-10,PROD020,174
2019-01-10,PROD021,435
2019-01-10,PROD022,517
2019-01-10,PROD023,984
2019-01-10,PROD024,264
2019-01-10,PROD025,339
2019-01-10,PROD026,195
2019-01-10,PROD027,273
2019-01-10,PROD028,644
2019-01-10,PROD029,421
2019-01-10,PROD030,410
2019-01-10,PROD031,420
2019-01-10,PROD032,746
2019-01-10,PROD033,157
2019-01-10,PROD034,205
2019-01-10,PROD035,859
2019-01-10,PROD036,581
2019-01-10,PROD037,780
2019-01-10,PROD038,832
2019-01-10,PROD039,584
2019-01-10,PROD040,127
2019-01-11,PROD001,283
2019-01-11,PROD002,438
2019-01-11,PROD003,782
2019-01-11,PROD004,318
2019-01-11,PROD005,98
2019-01-11,PROD006,532
2019-01-11,PROD007,333
2019-01-11,PROD008,666
2019-01-11,PROD009,956
2019-01-11,PROD010,478
2019-01-11,PROD011,812
2019-01-11,PROD012,62
2019-01-11,PROD013,104
2019-01-11,PROD014,135
2019-01-11,PROD015,480
2019-01-11,PROD016,327
2019-01-11,PROD017,185
2019-01-11,PROD018,374
2019-01-11,PROD019,474
2019-01-11,PROD020,459
2019-01-11,PROD021,997
2019-01-11,PROD022,251
2019-01-11,PROD023,363
2019-01-11,PROD024,642
2019-01-11,PROD025,213
2019-01-11,PROD026,84
2019-01-11,PROD027,510
2019-01-11,PROD028,98
2019-01-11,PROD029,656
2019-01-11,PROD030,301
2019-01-11,PROD031,776
2019-01-11,PROD032,488
2019-01-11,PROD033,888
2019-01-11,PROD034,209
2019-01-11,PROD035,574
2019-01-11,PROD036,774
2019-01-11,PROD037,700
2019-01-11,PROD038,665
2019-01-11,PROD039,714
2019-01-11,PROD040,748
2019-01-12,PROD001,160
2019-01-12,PROD002,707
2019-01-12,PROD003,903
2019-01-12,PROD004,497
2019-01-12,PROD005,355
2019-01-12,PROD006,832
2019-01-12,PROD007,707
2019-01-12,PROD008,269
2019-01-12,PROD009,299
2019-01-12,PROD010,457
2019-01-12,PROD011,923
2019-01-12,PROD012,559
2019-01-12,PROD013,111
2019-01-12,PROD014,277
2019-01-12,PROD015,451
2019-01-12,PROD016,115
2019-01-12,PROD017,620
2019-01-12,PROD018,804
2019-01-12,PROD019,80
2019-01-12,PROD020,478
2019-01-12,PROD021,929
2019-01-12,PROD022,564
2019-01-12,PROD023,794
2019-01-12,PROD024,987
2019-01-12,PROD025,908
2019-01-12,PROD026,683
2019-01-12,PROD027,227
2019-01-12,PROD028,619
2019-01-12,PROD029,615
2019-01-12,PROD030,579
2019-01-12,PROD031,292
2019-01-12,PROD032,660
2019-01-12,PROD033,691
2019-01-12,PROD034,280
2019-01-12,PROD035,557
2019-01-12,PROD036,381
2019-01-12,PROD037,108
2019-01-12,PROD038,939
2019-01-12,PROD039,215
2019-01-12,PROD040,657
2019-01-13,PROD001,214
2019-01-13,PROD002,441
2019-01-13,PROD003,711
2019-01-13,PROD004,249
2019-01-13,PROD005,120
2019-01-13,PROD006,220
2019-01-13,PROD007,569
2019-01-13,PROD008,717
2019-01-13,PROD009,213
2019-01-13,PROD010,334
2019-01-13,PROD011,128
2019-01-13,PROD012,825
2019-01-13,PROD013,927
2019-01-13,PROD014,116
2019-01-13,PROD015,798
2019-01-13,PROD016,95
2019-01-13,PROD017,988
2019-01-13,PROD018,662
2019-01-13,PROD019,461
2019-01-13,PROD020,875
2019-01-13,PROD021,433
2019-01-13,PROD022,290
2019-01-13,PROD023,771
2019-01-13,PROD024,599
2019-01-13,PROD025,559
2019-01-13,PROD026,90
2019-01-13,PROD027,481
2019-01-13,PROD028,171
2019-01-13,PROD029,792
2019-01-13,PROD030,369
2019-01-13,PROD031,171
2019-01-13,PROD032,906
2019-01-13,PROD033,400
2019-01-13,PROD034,75
2019-01-13,PROD035,797
2019-01-13,PROD036,464
2019-01-13,PROD037,281
2019-01-13,PROD038,277
2019-01-13,PROD039,67
2019-01-13,PROD040,347
2019-01-14,PROD001,87
2019-01-14,PROD002,405
2019-01-14,PROD003,910
2019-01-14,PROD004,465
2019-01-14,PROD005,686
2019-01-14,PROD006,679
2019-01-14,PROD007,73
2019-01-14,PROD008,409
2019-01-14,PROD009,258
2019-01-14,PROD010,965
2019-01-14,PROD011,502
2019-01-14,PROD012,648
2019-01-14,PROD013,366
2019-01-14,PROD014,67
2019-01-14,PROD015,807
2019-01-14,PROD016,608
2019-01-14,PROD017,231
2019-01-14,PROD018,694
2019-01-14,PROD019,661
2019-01-14,PROD020,103
2019-01-14,PROD021,916
2019-01-14,PROD022,589
2019-01-14,PROD023,637
2019-01-14,PROD024,399
2019-01-14,PROD025,111
2019-01-14,PROD026,997
2019-01-14,PROD027,204
2019-01-14,PROD028,274
2019-01-14,PROD029,312
2019-01-14,PROD030,578
2019-01-14,PROD031,239
2019-01-14,PROD032,386
2019-01-14,PROD033,626
2019-01-14,PROD034,327
2019-01-14,PROD035,984
2019-01-14,PROD036,950
2019-01-14,PROD037,713
2019-01-14,PROD038,377
2019-01-14,PROD039,470
2019-01-14,PROD040,534
2019-01-15,PROD001,514
2019-01-15,PROD002,392
2019-01-15,PROD003,381
2019-01-15,PROD004,672
2019-01-15,PROD005,408
2019-01-15,PROD006,791
2019-01-15,PROD007,536
2019-01-15,PROD008,653
2019-01-15,PROD009,507
2019-01-15,PROD010,867
2019-01-15,PROD011,668
2019-01-15,PROD012,337
2019-01-15,PROD013,650
2019-01-15,PROD014,783
2019-01-15,PROD015,413
2019-01-15,PROD016,779
2019-01-15,PROD017,484
2019-01-15,PROD018,413
2019-01-15,PROD019,613
2019-01-15,PROD020,386
2019-01-15,PROD021,958
2019-01-15,PROD022,778
2019-01-15,PROD023,955
2019-01-15,PROD024,749
2019-01-15,PROD025,114
2019-01-15,PROD026,814
2019-01-15,PROD027,609
2019-01-15,PROD028,76
2019-01-15,PROD029,1000
2019-01-15,PROD030,304
2019-01-15,PROD031,889
2019-01-15,PROD032,903
2019-01-15,PROD033,522
2019-01-15,PROD034,147
2019-01-15,PROD035,147
2019-01-15,PROD036,307
2019-01-15,PROD037,925
2019-01-15,PROD038,740
2019-01-15,PROD039,455
2019-01-15,PROD040,146
2019-01-16,PROD001,322
2019-01-16,PROD002,313
2019-01-16,PROD003,161
2019-01-16,PROD004,832
2019-01-16,PROD005,255
2019-01-16,PROD006,247
2019-01-16,PROD007,325
2019-01-16,PROD008,804
2019-01-16,PROD009,279
2019-01-16,PROD010,83
2019-01-16,PROD011,613
2019-01-16,PROD012,505
2019-01-16,PROD013,693
2019-01-16,PROD014,504
2019-01-16,PROD015,764
2019-01-16,PROD016,521
2019-01-16,PROD017,400
2019-01-16,PROD018,269
2019-01-16,PROD019,239
2019-01-16,PROD020,930
2019-01-16,PROD021,495
2019-01-16,PROD022,571
2019-01-16,PROD023,455
2019-01-16,PROD024,608
2019-01-16,PROD025,963
2019-01-16,PROD026,606
2019-01-16,PROD027,351
2019-01-16,PROD028,515
2019-01-16,PROD029,277
2019-01-16,PROD030,960
2019-01-16,PROD031,419
2019-01-16,PROD032,811
2019-01-16,PROD033,634
2019-01-16,PROD034,277
2019-01-16,PROD035,433
2019-01-16,PROD036,726
2019-01-16,PROD037,104
2019-01-16,PROD038,853
2019-01-16,PROD039,161
2019-01-16,PROD040,935
2019-01-17,PROD001,936
2019-01-17,PROD002,333
2019-01-17,PROD003,96
2019-01-17,PROD004,98
2019-01-17,PROD005,322
2019-01-17,PROD006,281
2019-01-17,PROD007,446
2019-01-17,PROD008,241
2019-01-17,PROD009,153
2019-01-17,PROD010,657
2019-01-17,PROD011,741
2019-01-17,PROD012,754
2019-01-17,PROD013,484
2019-01-17,PROD014,447
2019-01-17,PROD015,494
2019-01-17,PROD016,746
2019-01-17,PROD017,753
2019-01-17,PROD018,987
2019-01-17,PROD019,297
2019-01-17,PROD020,470
2019-01-17,PROD021,445
2019-01-17,PROD022,64
2019-01-17,PROD023,507
2019-01-17,PROD024,331
2019-01-17,PROD025,828
2019-01-17,PROD026,596
2019-01-17,PROD027,324
2019-01-17,PROD028,283
2019-01-17,PROD029,779
2019-01-17,PROD030,218
2019-01-17,PROD031,165
2019-01-17,PROD032,102
2019-01-17,PROD033,351
2019-01-17,PROD034,168
2019-01-17,PROD035,94
2019-01-17,PROD036,73
2019-01-17,PROD037,876
2019-01-17,PROD038,453
2019-01-17,PROD039,707
2019-01-17,PROD040,169
2019-01-18,PROD001,730
2019-01-18,PROD002,574
2019-01-18,PROD003,530
2019-01-18,PROD004,934
2019-01-18,PROD005,852
2019-01-18,PROD006,408
2019-01-18,PROD007,847
2019-01-18,PROD008,58
2019-01-18,PROD009,814
2019-01-18,PROD010,90
2019-01-18,PROD011,802
2019-01-18,PROD012,497
2019-01-18,PROD013,306
2019-01-18,PROD014,215
2019-01-18,PROD015,837
2019-01-18,PROD016,728
2019-01-18,PROD017,826
2019-01-18,PROD018,678
2019-01-18,PROD019,947
2019-01-18,PROD020,974
2019-01-18,PROD021,309
2019-01-18,PROD022,299
2019-01-18,PROD023,799
2019-01-18,PROD024,400
2019-01-18,PROD025,712
2019-01-18,PROD026,437
2019-01-18,PROD027,873
2019-01-18,PROD028,382
2019-01-18,PROD029,158
2019-01-18,PROD030,562
2019-01-18,PROD031,914
2019-01-18,PROD032,586
2019-01-18,PROD033,166
2019-01-18,PROD034,356
2019-01-18,PROD035,630
2019-01-18,PROD036,950
2019-01-18,PROD037,56
2019-01-18,PROD038,508
2019-01-18,PROD039,507
2019-01-18,PROD040,275
2019-01-19,PROD001,946
2019-01-19,PROD002,315
2019-01-19,PROD003,901
2019-01-19,PROD004,305
2019-01-19,PROD005,876
2019-01-19,PROD006,725
2019-01-19,PROD007,629
2019-01-19,PROD008,473
2019-01-19,PROD009,903
2019-01-19,PROD010,553
2019-01-19,PROD011,111
2019-01-19,PROD012,166
2019-01-19,PROD013,116
2019-01-19,PROD014,395
2019-01-19,PROD015,522
2019-01-19,PROD016,411
2019-01-19,PROD017,816
2019-01-19,PROD018,380
2019-01-19,PROD019,98
2019-01-19,PROD020,685
2019-01-19,PROD021,628
2019-01-19,PROD022,106
2019-01-19,PROD023,834
2019-01-19,PROD024,836
2019-01-19,PROD025,187
2019-01-19,PROD026,477
2019-01-19,PROD027,959
2019-01-19,PROD028,176
2019-01-19,PROD029,148
2019-01-19,PROD030,793
2019-01-19,PROD031,646
2019-01-19,PROD032,609
2019-01-19,PROD033,204
2019-01-19,PROD034,981
2019-01-19,PROD035,447
2019-01-19,PROD036,82
2019-01-19,PROD037,492
2019-01-19,PROD038,479
2019-01-19,PROD039,136
2019-01-19,PROD040,1000
2019-01-20,PROD001,609
2019-01-20,PROD002,129
2019-01-20,PROD003,747
2019-01-20,PROD004,636
2019-01-20,PROD005,135
2019-01-20,PROD006,248
2019-01-20,PROD007,402
2019-01-20,PROD008,265
2019-01-20,PROD009,819
2019-01-20,PROD010,218
2019-01-20,PROD011,794
2019-01-20,PROD012,315
2019-01-20,PROD013,275
2019-01-20,PROD014,990
2019-01-20,PROD015,305
2019-01-20,PROD016,488
2019-01-20,PROD017,555
2019-01-20,PROD018,403
2019-01-20,PROD019,330
2019-01-20,PROD020,159
2019-01-20,PROD021,183
2019-01-20,PROD022,715
2019-01-20,PROD023,984
2019-01-20,PROD024,107
2019-01-20,PROD025,456
2019-01-20,PROD026,831
2019-01-20,PROD027,332
2019-01-20,PROD028,760
2019-01-20,PROD029,991
2019-01-20,PROD030,252
2019-01-20,PROD031,506
2019-01-20,PROD032,411
2019-01-20,PROD033,975
2019-01-20,PROD034,101
2019-01-20,PROD035,866
2019-01-20,PROD036,108
2019-01-20,PROD037,187
2019-01-20,PROD038,402
2019-01-20,PROD039,315
2019-01-20,PROD040,967
2019-01-21,PROD001,822
2019-01-21,PROD002,328
2019-01-21,PROD003,256
2019-01-21,PROD004,947
2019-01-21,PROD005,977
2019-01-21,PROD006,987
2019-01-21,PROD007,492
2019-01-21,PROD008,175
2019-01-21,PROD009,171
2019-01-21,PROD010,977
2019-01-21,PROD011,829
2019-01-21,PROD012,831
2019-01-21,PROD013,396
2019-01-21,PROD014,842
2019-01-21,PROD015,798
2019-01-21,PROD016,139
2019-01-21,PROD017,207
2019-01-21,PROD018,715
2019-01-21,PROD019,434
2019-01-21,PROD020,709
2019-01-21,PROD021,748
2019-01-21,PROD022,388
2019-01-21,PROD023,820
2019-01-21,PROD024,971
2019-01-21,PROD025,854
2019-01-21,PROD026,639
2019-01-21,PROD027,186
2019-01-21,PROD028,561
2019-01-21,PROD029,858
2019-01-21,PROD030,292
2019-01-21,PROD031,498
2019-01-21,PROD032,64
2019-01-21,PROD033,262
2019-01-21,PROD034,629
2019-01-21,PROD035,482
2019-01-21,PROD036,906
2019-01-21,PROD037,759
2019-01-21,PROD038,895
2019-01-21,PROD039,790
2019-01-21,PROD040,112
2019-01-22,PROD001,682
2019-01-22,PROD002,964
2019-01-22,PROD003,987
2019-01-22,PROD004,166
2019-01-22,PROD005,298
2019-01-22,PROD006,916
2019-01-22,PROD007,464
2019-01-22,PROD008,254
2019-01-22,PROD009,188
2019-01-22,PROD010,230
2019-01-22,PROD011,172
2019-01-22,PROD012,636
2019-01-22,PROD013,744
2019-01-22,PROD014,81
2019-01-22,PROD015,92
2019-01-22,PROD016,679
2019-01-22,PROD017,288
2019-01-22,PROD018,309
2019-01-22,PROD019,169
2019-01-22,PROD020,799
2019-01-22,PROD021,726
2019-01-22,PROD022,897
2019-01-22,PROD023,521
2019-01-22,PROD024,390
2019-01-22,PROD025,71
2019-01-22,PROD026,179
2019-01-22,PROD027,324
2019-01-22,PROD028,721
2019-01-22,PROD029,205
2019-01-22,PROD030,79
2019-01-22,PROD031,921
2019-01-22,PROD032,246
2019-01-22,PROD033,693
2019-01-22,PROD034,874
2019-01-22,PROD035,881
2019-01-22,PROD036,352
2019-01-22,PROD037,812
2019-01-22,PROD038,481
2019-01-22,PROD039,556
2019-01-22,PROD040,394
2019-01-23,PROD001,594
2019-01-23,PROD002,71
2019-01-23,PROD003,488
2019-01-23,PROD004,687
2019-01-23,PROD005,665
2019-01-23,PROD006,307
2019-01-23,PROD007,106
2019-01-23,PROD008,858
2019-01-23,PROD009,497
2019-01-23,PROD010,316
2019-01-23,PROD011,822
2019-01-23,PROD012,304
2019-01-23,PROD013,689
2019-01-23,PROD014,117
2019-01-23,PROD015,917
2019-01-23,PROD016,620
2019-01-23,PROD017,507
2019-01-23,PROD018,818
2019-01-23,PROD019,721
2019-01-23,PROD020,874
2019-01-23,PROD021,855
2019-01-23,PROD022,207
2019-01-23,PROD023,918
2019-01-23,PROD024,466
2019-01-23,PROD025,208
2019-01-23,PROD026,902
2019-01-23,PROD027,949
2019-01-23,PROD028,672
2019-01-23,PROD029,143
2019-01-23,PROD030,890
2019-01-23,PROD031,463
2019-01-23,PROD032,305
2019-01-23,PROD033,73
2019-01-23,PROD034,327
2019-01-23,PROD035,910
2019-01-23,PROD036,632
2019-01-23,PROD037,282
2019-01-23,PROD038,163
2019-01-23,PROD039,485
2019-01-23,PROD040,630
2019-01-24,PROD001,134
2019-01-24,PROD002,834
2019-01-24,PROD003,615
2019-01-24,PROD004,283
2019-01-24,PROD005,966
2019-01-24,PROD006,986
2019-01-24,PROD007,665
2019-01-24,PROD008,861
2019-01-24,PROD009,946
2019-01-24,PROD010,716
2019-01-24,PROD011,514
2019-01-24,PROD012,224
2019-01-24,PROD013,529
2019-01-24,PROD014,260
2019-01-24,PROD015,198
2019-01-24,PROD016,250
2019-01-24,PROD017,61
2019-01-24,PROD018,580
2019-01-24,PROD019,471
2019-01-24,PROD020,810
2019-01-24,PROD021,282
2019-01-24,PROD022,684
2019-01-24,PROD023,489
2019-01-24,PROD024,346
2019-01-24,PROD025,963
2019-01-24,PROD026,546
2019-01-24,PROD027,160
2019-01-24,PROD028,551
2019-01-24,PROD029,525
2019-01-24,PROD030,853
2019-01-24,PROD031,454
2019-01-24,PROD032,562
2019-01-24,PROD033,556
2019-01-24,PROD034,846
2019-01-24,PROD035,859
2019-01-24,PROD036,105
2019-01-24,PROD037,362
2019-01-24,PROD038,183
2019-01-24,PROD039,934
2019-01-24,PROD040,969
2019-01-25,PROD001,663
2019-01-25,PROD002,703
2019-01-25,PROD003,573
2019-01-25,PROD004,740
2019-01-25,PROD005,413
2019-01-25,PROD006,272
2019-01-25,PROD007,69
2019-01-25,PROD008,594
2019-01-25,PROD009,852
2019-01-25,PROD010,899
2019-01-25,PROD011,634
2019-01-25,PROD012,837
2019-01-25,PROD013,502
2019-01-25,PROD014,802
2019-01-25,PROD015,647
2019-01-25,PROD016,135
2019-01-25,PROD017,226
2019-01-25,PROD018,128
2019-01-25,PROD019,940
2019-01-25,PROD020,740
2019-01-25,PROD021,71
2019-01-25,PROD022,852
2019-01-25,PROD023,766
2019-01-25,PROD024,268
2019-01-25,PROD025,758
2019-01-25,PROD026,703
2019-01-25,PROD027,520
2019-01-25,PROD028,64
2019-01-25,PROD029,841
2019-01-25,PROD030,497
2019-01-25,PROD031,859
2019-01-25,PROD032,775
2019-01-25,PROD033,495
2019-01-25,PROD034,548
2019-01-25,PROD035,868
2019-01-25,PROD036,249
2019-01-25,PROD037,941
